student_id;sex;age;guardian;father_edu;father_job;mother_edu;mother_job;parents_status;family_relations;family_support;family_size;address;reason;weekend_alcohol;workday_alcohol;extra_activities;freetime;goes_out;health;nursery;wants_higher;internet;in_relationship;school;school_support;paid_class;absences;failures;traveltime;studytime;passed
506;M;17;father;3;other;2;other;T;5;0;GT3;U;course;1;1;0;2;2;2;1;1;1;0;GP;0;0;4;0;2;1;1
546;M;16;mother;2;other;0;other;T;4;0;GT3;U;other;4;2;0;3;2;5;0;1;1;0;GP;0;1;0;0;1;1;1
879;M;16;mother;1;other;2;other;T;3;0;GT3;R;course;3;1;1;3;2;3;0;1;0;0;GP;0;0;0;0;2;1;0
824;M;17;mother;1;other;2;other;T;4;0;GT3;R;course;4;2;0;4;2;5;0;1;1;0;GP;0;0;0;0;1;1;1
629;M;17;father;4;teacher;4;other;T;4;0;LE3;U;home;2;2;0;1;1;5;1;1;1;0;GP;0;1;0;0;2;1;1
744;M;17;mother;3;services;3;other;T;4;0;GT3;U;reputation;5;3;1;3;5;5;0;1;1;0;GP;0;0;3;0;1;1;1
602;M;18;mother;2;other;3;other;T;2;1;GT3;R;course;5;5;0;5;5;5;0;1;1;0;MS;0;0;10;1;2;1;1
968;M;19;other;1;other;1;other;T;4;1;GT3;R;home;3;3;0;4;4;5;1;1;1;0;MS;0;0;4;1;3;1;0
554;M;18;father;1;services;1;other;T;3;0;LE3;U;home;2;1;0;3;2;3;0;1;1;1;MS;0;0;4;0;2;1;1
841;F;17;mother;1;services;1;other;T;5;1;GT3;R;reputation;2;1;0;2;1;1;1;1;1;1;MS;0;1;0;1;3;1;0
837;F;17;mother;2;other;1;other;T;3;0;GT3;R;course;3;1;1;5;5;1;1;1;1;0;MS;0;0;14;0;1;1;0
940;M;18;mother;1;other;2;other;T;4;0;GT3;R;other;3;1;1;4;3;5;0;1;1;1;MS;0;0;5;0;2;1;0
577;M;19;mother;1;services;1;other;T;4;0;GT3;R;other;3;1;0;3;2;5;1;1;0;0;MS;0;0;0;1;2;1;0
732;M;18;father;2;other;4;other;T;5;0;GT3;R;home;3;4;0;4;3;3;1;1;0;0;MS;0;1;14;1;2;1;0
788;M;21;other;1;other;1;other;T;5;0;GT3;R;course;3;3;0;5;3;3;0;1;0;0;MS;0;0;3;3;1;1;0
789;M;19;father;1;at_home;1;other;T;3;0;LE3;U;course;3;3;0;2;3;5;1;1;1;0;MS;0;0;5;0;1;1;0
960;M;15;father;4;services;4;health;T;4;1;LE3;U;course;3;1;1;3;3;5;1;1;1;0;GP;0;1;2;0;1;1;1
846;F;16;mother;4;other;4;health;T;4;1;GT3;U;home;2;1;0;4;4;2;1;1;1;0;GP;0;0;4;0;1;1;1
838;M;16;father;3;other;4;health;T;3;0;LE3;U;home;3;1;1;1;3;5;1;1;1;0;GP;0;1;4;0;1;1;1
737;M;15;father;4;health;4;health;T;5;1;GT3;U;other;1;1;0;4;2;5;1;1;1;0;GP;0;1;0;0;1;1;1
761;M;15;mother;2;services;4;health;T;2;0;GT3;U;other;4;2;0;2;4;1;1;1;1;0;GP;0;1;4;0;1;1;1
597;M;15;father;2;health;4;health;A;5;0;LE3;U;other;4;3;0;5;5;5;1;1;0;0;GP;0;0;6;1;2;1;1
593;M;16;mother;4;other;4;health;T;3;1;GT3;U;course;4;1;1;4;4;5;1;1;1;0;GP;0;0;18;0;1;1;1
682;M;17;mother;1;other;1;health;T;4;1;LE3;U;course;2;1;1;4;4;5;1;1;1;0;GP;0;0;2;1;2;1;0
605;M;17;mother;3;other;3;health;T;4;1;GT3;U;home;3;1;0;4;3;5;1;1;1;0;GP;0;1;4;0;1;1;1
887;F;15;mother;2;other;2;at_home;T;4;1;GT3;R;reputation;1;1;1;3;1;2;1;1;0;0;GP;1;1;8;0;1;1;1
700;F;15;mother;1;other;1;at_home;T;4;1;GT3;U;course;2;1;1;3;3;4;0;1;1;1;GP;0;0;0;0;3;1;0
740;F;16;mother;1;at_home;1;at_home;T;3;0;LE3;U;course;3;3;0;4;4;1;1;1;1;0;GP;0;0;2;0;1;1;1
991;M;16;mother;1;other;2;at_home;T;4;0;LE3;U;course;5;3;1;4;4;5;1;1;0;1;GP;0;0;6;1;1;1;1
669;F;18;mother;1;other;1;at_home;T;5;1;GT3;R;course;5;1;1;2;5;4;0;1;0;0;GP;0;0;6;3;3;1;1
596;M;16;mother;2;other;2;at_home;T;4;0;GT3;R;course;2;1;0;2;2;3;0;1;0;0;GP;0;0;2;0;3;1;1
582;M;17;mother;1;other;2;at_home;T;3;0;LE3;R;course;2;2;1;3;2;5;1;0;1;1;GP;0;0;0;2;2;1;0
669;M;17;father;3;services;1;at_home;T;5;0;GT3;U;course;4;1;0;3;3;2;1;0;1;0;GP;0;0;2;0;1;1;1
943;F;16;mother;1;other;1;at_home;T;4;1;GT3;U;home;4;1;0;3;2;5;1;1;0;0;GP;0;1;6;0;2;1;1
962;F;17;father;3;other;2;at_home;T;3;1;GT3;U;home;4;1;0;3;3;3;1;1;0;0;GP;0;1;3;0;2;1;0
528;M;18;mother;3;services;1;at_home;T;4;0;LE3;U;course;3;2;0;3;3;3;1;0;1;1;MS;0;0;7;1;1;1;0
862;F;18;father;3;services;2;at_home;T;5;1;GT3;U;course;2;1;0;2;3;4;1;1;1;1;MS;0;1;0;0;2;1;1
966;M;18;father;2;services;1;at_home;T;4;1;LE3;R;other;3;2;1;3;3;3;1;0;1;1;MS;0;1;3;0;3;1;1
835;M;15;other;4;other;4;teacher;T;5;1;LE3;U;home;4;2;0;4;3;5;0;1;1;1;GP;0;0;8;0;1;1;1
609;M;15;mother;4;teacher;4;teacher;A;5;0;LE3;U;course;1;1;1;5;3;4;1;1;1;0;GP;0;0;6;0;1;1;1
666;M;15;mother;2;other;4;teacher;T;3;0;LE3;U;course;1;1;0;5;2;3;1;1;1;0;GP;0;0;10;0;1;1;1
809;M;16;mother;4;teacher;4;teacher;T;3;0;GT3;R;course;5;2;1;5;5;4;1;1;1;0;GP;0;1;8;0;1;1;1
641;F;15;mother;4;teacher;4;teacher;T;4;0;GT3;U;course;1;1;1;3;2;5;1;1;1;0;GP;0;0;0;0;2;1;1
912;M;16;mother;4;teacher;4;teacher;T;3;1;GT3;U;course;1;2;0;3;2;5;1;0;1;1;GP;0;0;0;0;1;1;0
658;M;16;mother;2;services;4;teacher;T;4;1;GT3;R;other;4;3;1;3;3;3;1;1;1;1;GP;0;0;10;0;1;1;0
526;M;16;father;3;other;3;teacher;T;3;1;LE3;R;home;5;3;1;3;4;3;1;1;1;0;GP;0;1;8;0;3;1;1
557;M;16;mother;3;other;4;teacher;T;5;0;LE3;U;course;1;1;1;4;5;3;0;1;1;0;GP;0;0;0;0;1;1;0
668;M;18;mother;4;services;4;teacher;T;3;0;GT3;U;home;4;1;1;2;4;3;1;1;1;0;GP;0;1;22;0;2;1;0
876;M;18;mother;3;services;4;teacher;T;4;0;LE3;U;course;2;1;1;2;3;1;1;1;1;0;GP;0;1;8;0;2;1;1
890;M;17;mother;2;services;3;teacher;A;4;0;LE3;U;home;4;3;0;4;4;3;1;1;1;0;GP;0;0;19;1;1;1;1
899;M;18;mother;4;teacher;4;teacher;T;1;1;LE3;U;home;2;2;0;4;2;1;1;1;1;1;GP;0;1;5;0;1;1;1
978;M;19;other;4;services;4;teacher;T;4;1;GT3;U;reputation;1;1;0;3;4;4;1;1;1;1;GP;0;1;38;1;2;1;0
629;F;18;mother;4;at_home;4;teacher;T;4;1;GT3;R;reputation;2;2;1;4;3;5;1;1;1;1;MS;0;1;7;0;3;1;0
572;M;17;mother;2;services;3;services;T;5;1;GT3;U;course;4;2;1;5;5;5;1;1;1;0;GP;0;0;16;3;1;1;0
928;F;16;mother;2;services;2;services;T;1;1;GT3;U;home;3;1;0;2;2;5;0;1;1;0;GP;0;1;14;2;1;1;0
887;M;15;father;2;services;2;services;T;5;1;GT3;U;course;1;1;0;4;1;1;1;1;1;0;GP;1;0;0;0;1;1;1
852;F;15;mother;4;services;4;services;T;3;1;GT3;U;course;3;2;0;3;4;5;1;1;1;0;GP;1;1;0;0;1;1;1
741;F;16;father;1;services;1;services;T;5;1;GT3;U;course;5;5;1;5;5;5;0;1;1;1;GP;1;0;6;0;4;1;1
775;F;15;mother;3;other;4;services;T;4;0;GT3;U;reputation;3;1;1;5;5;1;1;1;1;0;GP;0;1;4;0;1;1;1
975;M;16;mother;3;other;4;services;T;3;1;GT3;R;reputation;1;1;1;3;3;4;0;1;1;0;GP;1;0;2;0;2;1;1
634;M;16;mother;4;services;4;services;T;4;1;GT3;U;other;5;5;1;5;5;4;1;1;1;0;GP;1;1;14;0;1;1;0
848;M;15;mother;4;other;4;services;T;5;1;GT3;U;course;1;1;1;3;3;5;0;1;1;0;GP;0;0;4;0;1;1;1
559;M;15;father;4;services;3;services;T;5;0;GT3;U;home;2;3;0;5;5;5;1;1;1;0;GP;1;0;0;0;1;1;1
774;M;18;mother;2;other;2;services;T;3;1;GT3;R;reputation;2;1;1;3;3;4;1;1;1;0;GP;0;0;0;2;1;1;0
861;F;16;father;4;other;3;services;A;3;0;GT3;U;course;4;1;0;2;1;5;1;1;1;0;GP;0;0;16;0;1;1;1
758;M;16;father;2;services;2;services;T;2;1;LE3;U;reputation;2;2;1;3;3;2;1;1;1;0;GP;0;0;8;2;2;1;0
543;M;15;mother;1;other;2;services;A;4;0;LE3;U;course;5;2;0;5;5;5;1;1;1;0;GP;0;0;0;3;4;1;1
741;M;19;mother;2;at_home;3;services;T;4;1;GT3;U;home;1;1;0;5;4;4;1;0;1;1;GP;0;0;0;3;1;1;0
956;M;16;mother;2;services;3;services;T;4;1;GT3;U;course;1;1;1;5;2;2;0;0;0;0;GP;0;0;16;1;2;1;1
996;M;16;mother;2;services;1;services;T;3;1;GT3;U;other;2;1;1;3;3;3;1;1;1;1;GP;0;1;2;0;1;1;1
782;M;16;mother;3;services;3;services;T;4;1;GT3;R;reputation;4;3;1;3;2;5;1;1;1;0;GP;0;0;8;0;1;1;1
607;M;17;mother;4;teacher;4;services;T;5;0;GT3;U;home;2;1;0;2;3;5;1;1;1;0;GP;0;0;4;0;1;1;1
737;F;17;mother;4;teacher;4;services;T;4;1;GT3;U;home;3;2;0;2;4;2;1;1;1;0;GP;0;0;24;1;2;1;1
982;F;17;mother;4;other;4;services;T;5;1;LE3;R;other;2;1;0;2;1;3;1;1;0;0;GP;0;1;12;0;1;1;1
533;M;16;mother;4;services;4;services;T;5;0;GT3;U;course;2;1;1;3;2;5;1;1;1;0;GP;0;0;0;0;1;1;1
789;M;22;mother;1;services;3;services;T;5;0;GT3;U;other;5;5;0;4;5;1;0;0;1;1;GP;0;0;16;3;1;1;0
745;M;18;mother;2;other;3;services;T;4;0;GT3;U;course;4;2;0;4;5;5;1;0;1;0;GP;0;0;0;1;2;1;0
962;M;18;mother;1;services;2;services;T;3;0;GT3;U;other;5;2;0;2;5;5;0;0;1;0;GP;0;0;4;1;1;1;0
637;M;17;mother;1;other;4;services;A;4;0;LE3;U;home;4;2;1;5;4;5;1;1;1;1;GP;0;1;30;0;2;1;0
538;M;20;other;2;other;3;services;A;5;0;GT3;U;course;1;1;1;5;3;5;1;1;0;0;GP;0;0;0;0;1;1;1
542;M;17;mother;2;other;2;services;T;4;1;GT3;R;course;5;5;0;4;5;4;1;1;1;0;GP;0;0;8;0;4;1;1
775;M;17;mother;1;services;3;services;T;2;0;LE3;U;course;4;3;0;4;5;2;0;1;1;0;MS;0;0;3;0;2;1;1
958;M;18;mother;2;other;3;services;T;4;0;LE3;R;course;4;3;0;4;1;5;0;1;1;0;MS;0;0;0;0;3;1;1
515;F;16;father;3;other;3;other;T;4;1;GT3;U;home;2;1;0;3;2;5;1;1;0;0;GP;0;1;4;0;1;2;1
729;M;16;mother;2;other;2;other;T;4;0;LE3;U;home;1;1;0;4;4;3;1;1;1;0;GP;0;0;0;0;1;2;1
691;F;17;mother;4;teacher;4;other;A;4;1;GT3;U;home;1;1;0;1;4;1;1;1;0;0;GP;1;0;6;0;2;2;0
882;M;15;mother;4;other;3;other;T;5;1;GT3;U;home;1;1;1;5;1;5;1;1;1;0;GP;0;1;0;0;1;2;1
648;F;16;mother;3;other;3;other;T;5;1;GT3;U;reputation;1;1;1;3;2;4;1;1;0;0;GP;1;0;4;0;3;2;1
646;M;16;mother;2;other;2;other;T;5;1;LE3;U;reputation;4;2;1;4;4;5;1;1;1;0;GP;0;0;0;0;2;2;1
736;M;15;mother;3;other;3;other;T;5;0;LE3;U;course;1;1;1;3;2;2;0;1;1;0;GP;0;0;0;0;1;2;1
915;F;16;mother;2;other;2;other;T;3;1;LE3;U;home;2;1;1;3;3;3;0;1;1;1;GP;0;0;25;1;2;2;1
716;F;16;father;2;at_home;2;other;T;4;0;LE3;U;course;2;2;1;3;3;5;1;1;1;0;GP;1;0;14;1;2;2;0
646;F;15;mother;3;other;4;other;A;5;1;LE3;U;course;1;1;1;2;2;5;1;1;1;1;GP;1;1;8;0;1;2;0
702;F;16;mother;3;services;3;other;A;2;1;LE3;U;home;4;1;0;3;5;3;1;1;1;0;GP;0;0;12;0;1;2;1
519;F;16;mother;1;other;2;other;A;5;0;GT3;U;other;1;1;1;3;4;2;1;1;1;1;GP;0;1;8;0;1;2;1
863;M;15;father;2;at_home;1;other;T;4;1;LE3;U;home;1;1;1;3;2;5;1;1;1;0;GP;1;0;2;0;1;2;0
617;F;16;father;2;services;1;other;T;4;0;LE3;U;reputation;1;1;1;4;3;1;1;1;1;0;GP;1;0;4;0;1;2;0
976;F;15;mother;1;other;1;other;T;3;1;GT3;R;reputation;4;2;0;3;4;5;0;1;1;1;GP;1;0;2;2;1;2;0
558;F;16;mother;3;services;3;other;T;4;1;GT3;U;home;4;2;1;3;3;5;1;1;1;0;GP;1;1;54;0;1;2;1
607;F;15;father;1;other;1;other;T;4;1;GT3;U;home;3;2;1;3;2;4;0;1;1;0;GP;0;0;2;0;1;2;1
840;F;16;father;1;other;3;other;T;3;1;LE3;U;home;3;2;0;3;3;2;1;1;0;0;GP;1;0;4;0;1;2;0
825;F;16;mother;1;other;2;other;T;4;1;GT3;U;course;1;1;0;3;5;5;1;1;0;1;GP;0;1;2;0;1;2;1
538;M;15;father;4;teacher;4;other;T;4;1;GT3;U;reputation;1;1;1;4;3;2;1;1;0;0;GP;0;0;2;0;2;2;1
601;M;17;father;3;other;1;other;T;5;1;GT3;R;course;4;1;1;2;4;5;1;1;1;0;GP;0;0;20;1;3;2;0
760;F;16;father;4;health;2;other;T;4;1;LE3;U;course;2;1;1;2;2;5;1;1;1;1;GP;0;1;2;0;2;2;1
984;F;16;mother;2;other;2;other;T;5;0;GT3;U;home;1;1;0;4;4;5;1;1;1;1;GP;0;1;0;0;1;2;0
602;F;15;mother;4;other;3;other;A;5;0;LE3;U;home;1;1;1;3;2;1;1;1;1;1;GP;1;0;0;0;1;2;1
977;F;15;father;1;services;1;other;T;4;1;GT3;U;course;2;1;0;4;2;5;1;1;1;0;GP;0;1;0;0;1;2;1
789;M;16;father;3;services;3;other;T;4;1;GT3;U;course;4;4;0;5;5;5;1;1;1;1;GP;0;1;4;1;1;2;1
762;M;15;mother;2;other;3;other;T;4;1;GT3;R;course;4;1;0;4;4;3;1;1;1;1;GP;1;0;6;2;2;2;0
924;M;17;mother;1;services;1;other;T;5;0;LE3;R;course;5;1;1;3;5;5;1;0;0;1;GP;0;0;0;3;4;2;0
920;M;16;father;2;other;2;other;T;4;0;GT3;U;course;4;2;0;3;5;4;1;0;1;0;GP;0;0;4;0;1;2;1
991;F;16;mother;2;other;2;other;T;5;1;GT3;U;home;1;1;0;1;5;4;0;1;1;0;GP;0;1;0;0;1;2;0
761;M;16;mother;0;other;1;other;T;4;1;GT3;U;reputation;1;1;1;3;2;3;1;1;1;1;GP;0;1;2;0;2;2;1
816;F;16;mother;3;other;3;other;T;4;1;LE3;U;reputation;1;1;1;4;5;4;1;1;1;0;GP;0;1;4;0;2;2;0
738;M;17;father;3;other;3;other;T;4;0;GT3;U;reputation;4;1;1;3;4;4;0;1;1;0;GP;0;0;4;0;1;2;0
657;M;17;mother;3;other;4;other;T;5;1;GT3;U;course;1;1;1;2;3;2;1;1;1;1;GP;0;0;4;0;1;2;1
656;F;17;mother;3;other;3;other;T;5;1;LE3;U;reputation;3;2;1;3;3;1;1;1;1;1;GP;0;0;56;0;1;2;0
541;F;16;mother;2;other;3;other;T;1;1;GT3;U;reputation;2;1;0;2;2;1;1;1;1;0;GP;0;1;14;0;1;2;1
729;M;16;mother;1;other;2;other;T;4;0;LE3;U;course;2;1;1;2;3;5;1;1;1;1;GP;0;1;0;0;1;2;1
531;F;16;mother;3;other;2;other;T;4;1;GT3;U;reputation;3;1;1;4;3;4;1;1;0;0;GP;1;1;6;0;1;2;1
707;F;17;mother;1;other;1;other;T;4;1;GT3;U;course;3;1;0;4;4;1;0;1;0;0;GP;0;1;4;0;1;2;1
751;F;16;mother;2;other;2;other;A;3;1;GT3;U;reputation;1;1;0;3;4;4;1;1;1;0;GP;1;1;0;0;1;2;1
726;F;17;mother;2;other;3;other;T;4;0;LE3;U;reputation;3;1;0;4;4;1;1;1;1;0;GP;0;1;2;0;2;2;1
783;F;17;mother;3;other;4;other;T;3;0;GT3;U;reputation;4;2;0;4;5;1;1;1;1;1;GP;0;1;22;2;1;2;0
930;M;18;mother;2;other;2;other;T;3;1;GT3;U;home;5;5;0;3;3;4;1;1;1;0;GP;0;1;0;0;2;2;1
628;F;18;mother;1;other;3;other;T;5;0;GT3;R;reputation;1;1;1;3;3;4;1;1;1;1;GP;0;0;16;1;1;2;0
820;F;17;mother;2;other;3;other;T;5;0;GT3;U;course;3;1;1;3;4;3;0;1;1;0;GP;0;0;10;0;1;2;1
860;M;17;father;2;other;2;other;T;4;1;GT3;R;course;1;1;1;5;2;1;1;1;1;0;GP;0;1;4;0;2;2;1
526;M;16;mother;1;other;1;other;T;3;1;LE3;U;home;1;1;0;4;2;5;1;1;1;0;GP;0;1;18;0;2;2;0
755;M;17;father;2;other;2;other;T;4;0;LE3;U;home;5;5;1;4;2;4;0;1;1;1;GP;0;1;4;0;1;2;1
965;M;18;father;2;services;2;other;T;5;0;GT3;U;reputation;5;3;0;5;4;2;1;0;1;0;GP;0;0;0;1;1;2;0
645;M;18;mother;3;services;3;other;T;4;1;LE3;R;course;3;1;0;3;3;5;1;1;1;1;GP;0;0;8;1;1;2;0
678;M;18;mother;1;other;2;other;T;5;0;GT3;U;home;2;1;1;2;4;4;1;1;1;0;GP;0;0;8;0;1;2;1
939;M;18;mother;4;other;3;other;A;4;1;LE3;R;reputation;4;3;1;2;5;1;1;1;1;0;GP;0;1;13;0;2;2;1
832;F;18;mother;1;other;2;other;T;4;1;GT3;R;reputation;2;1;0;3;5;3;1;0;1;1;GP;0;0;0;0;2;2;0
872;F;19;other;3;services;3;other;T;4;1;GT3;U;home;3;3;1;3;5;5;1;1;1;0;GP;0;1;15;2;1;2;0
745;F;18;mother;1;other;1;other;T;4;1;LE3;U;home;1;1;0;4;3;3;0;1;0;0;GP;0;1;2;0;2;2;1
704;F;18;mother;2;services;3;other;A;4;0;GT3;R;home;1;1;0;1;1;5;0;0;1;1;GP;0;0;75;0;2;2;0
896;F;18;mother;1;other;1;other;T;5;0;GT3;U;home;1;1;1;4;4;4;1;1;1;0;GP;1;0;4;0;2;2;1
658;F;17;mother;2;other;2;other;T;5;1;GT3;U;course;2;1;0;4;5;5;0;1;1;0;GP;0;0;4;0;1;2;1
561;M;17;father;1;other;1;other;T;4;0;GT3;U;reputation;2;1;0;3;3;4;0;1;1;0;GP;0;1;2;0;1;2;1
753;F;18;other;3;other;4;other;T;4;1;LE3;U;home;2;1;0;4;5;2;1;1;1;1;GP;0;1;10;0;2;2;0
521;M;19;other;3;other;3;other;T;4;1;GT3;U;home;1;1;1;4;4;3;1;1;1;1;GP;0;0;20;1;1;2;1
838;M;19;father;3;services;3;other;T;4;0;GT3;R;reputation;2;1;1;5;3;5;1;1;0;1;GP;0;0;0;1;1;2;1
603;M;19;other;2;services;1;other;T;4;0;GT3;U;course;2;2;0;5;2;4;0;1;1;0;GP;0;0;3;1;1;2;1
926;F;17;mother;2;other;2;other;T;4;1;GT3;U;course;1;1;0;2;2;3;1;1;0;1;GP;0;0;12;0;1;2;0
659;F;18;other;2;other;2;other;T;4;0;LE3;U;home;1;1;1;3;3;2;0;1;1;1;GP;0;0;0;0;1;2;0
536;F;17;mother;2;other;3;other;T;4;1;GT3;U;home;3;2;0;3;2;2;1;1;1;1;GP;0;1;0;0;1;2;0
732;F;17;mother;2;other;3;other;A;4;1;GT3;R;home;3;2;0;3;3;2;1;1;1;0;GP;0;1;4;0;1;2;1
925;M;19;other;1;services;1;other;T;5;0;GT3;R;home;3;3;0;4;4;2;1;1;1;0;MS;0;0;8;3;3;2;0
844;F;17;father;2;services;1;other;T;3;0;GT3;R;course;2;1;0;2;2;3;0;1;0;0;MS;0;0;0;0;2;2;1
546;F;18;father;4;teacher;4;other;T;3;1;GT3;R;other;2;4;0;2;2;5;0;1;1;1;MS;0;1;10;0;3;2;1
522;F;18;mother;3;other;3;other;T;4;0;GT3;U;home;2;1;0;1;3;1;1;1;1;1;MS;0;1;0;0;1;2;1
961;M;17;father;3;services;2;other;T;4;0;GT3;U;home;1;1;1;4;3;3;1;1;1;0;MS;0;0;2;0;2;2;1
707;F;18;mother;1;other;1;other;T;1;0;GT3;U;course;1;1;1;1;1;5;1;1;0;0;MS;0;0;0;1;2;2;0
611;M;15;mother;4;services;4;health;T;5;1;GT3;U;home;4;3;0;4;2;5;0;1;1;0;GP;0;1;0;0;1;2;1
571;F;15;mother;2;other;4;health;T;4;1;LE3;U;other;1;1;0;3;3;5;1;1;1;0;GP;0;1;2;0;1;2;1
658;F;16;mother;4;teacher;4;health;T;2;1;GT3;R;other;3;2;1;4;4;4;1;1;0;0;GP;0;0;6;0;1;2;1
730;F;15;mother;2;services;2;health;T;4;1;LE3;R;reputation;3;1;0;1;3;4;1;1;1;0;GP;1;1;2;0;2;2;0
731;M;15;mother;1;services;2;health;T;5;0;GT3;R;reputation;1;1;1;4;2;5;1;1;1;1;GP;0;0;8;0;1;2;0
500;F;15;father;2;services;3;health;T;3;1;GT3;U;home;1;1;0;3;2;3;1;1;1;0;GP;0;0;0;3;1;2;0
783;F;16;father;2;services;4;health;T;4;0;GT3;U;home;1;1;0;2;3;3;1;1;1;1;GP;0;1;0;0;1;2;1
821;F;16;mother;4;health;4;health;T;4;1;GT3;U;reputation;1;1;0;4;2;3;1;1;1;1;GP;0;1;0;0;1;2;1
826;F;17;mother;3;other;3;health;A;3;1;GT3;U;reputation;3;1;0;3;3;3;0;1;1;1;GP;0;0;6;0;1;2;0
648;F;16;mother;3;other;4;health;T;4;1;GT3;U;home;5;1;1;3;5;2;1;1;1;0;GP;0;0;2;0;1;2;1
643;F;17;father;3;other;4;health;T;3;0;LE3;U;reputation;2;1;1;2;3;3;1;1;1;1;GP;0;0;14;0;1;2;1
828;M;16;father;4;other;4;health;T;4;1;GT3;U;reputation;4;2;1;2;4;1;1;1;1;0;GP;0;1;2;0;1;2;1
583;M;17;mother;3;other;4;health;T;2;0;LE3;U;course;4;1;1;5;5;5;1;1;1;1;GP;0;0;14;0;2;2;1
688;M;18;father;2;other;4;health;T;5;1;GT3;U;reputation;3;1;1;4;5;5;1;1;1;1;GP;0;1;10;0;1;2;1
536;F;18;father;4;health;4;health;T;2;1;GT3;U;reputation;1;1;1;4;4;4;1;1;1;1;GP;1;0;15;1;1;2;0
585;F;19;other;4;other;4;health;T;2;1;GT3;U;reputation;3;2;1;3;4;2;1;1;1;0;GP;0;1;0;0;2;2;0
692;F;18;mother;4;other;4;health;A;4;1;LE3;U;home;1;1;0;2;4;4;1;1;1;1;GP;0;0;14;0;1;2;1
667;M;17;mother;3;other;3;health;T;4;1;GT3;U;course;3;2;0;5;4;3;1;1;1;0;MS;0;1;2;0;2;2;1
738;F;18;mother;4;teacher;4;at_home;A;4;0;GT3;U;course;1;1;0;3;4;3;1;1;0;0;GP;1;0;6;0;2;2;0
725;F;17;father;1;other;1;at_home;T;5;1;GT3;U;course;1;1;0;3;3;3;0;1;1;0;GP;0;0;4;0;1;2;0
833;F;15;mother;1;other;1;at_home;T;4;0;LE3;U;other;3;2;0;3;2;3;1;1;1;0;GP;1;1;10;3;1;2;1
