student_id,sex_F,sex_M,age,guardian_father,guardian_mother,guardian_other,father_edu,father_job_at_home,father_job_health,father_job_other,father_job_services,father_job_teacher,mother_edu,mother_job_at_home,mother_job_health,mother_job_other,mother_job_services,mother_job_teacher,parents_status_A,parents_status_T,family_relations,family_support,family_size_GT3,family_size_LE3,address_R,address_U,reason_course,reason_home,reason_other,reason_reputation,weekend_alcohol,workday_alcohol,extra_activities,freetime,goes_out,health,nursery,wants_higher,internet,in_relationship,school_GP,school_MS,school_support,paid_class,absences,failures,traveltime,studytime,passed
527,0,1,18,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,1,1,0,0,0,5,2,0,3,5,4,1,0,1,1,1,0,0,0,0,3,1,1,0
816,1,0,17,0,1,0,4,0,0,0,0,1,4,0,0,1,0,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,0,2,1,4,1,1,0,1,1,0,1,0,0,0,1,1,1
572,0,1,17,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,1,3,3,0,2,2,5,1,1,0,0,1,0,0,0,8,0,1,1,1
811,0,1,16,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,4,0,0,1,0,1,1,0,0,0,4,2,1,4,4,5,1,1,0,0,1,0,0,0,0,1,2,1,0
904,0,1,16,1,0,0,4,0,0,1,0,0,3,0,0,1,0,0,0,1,3,1,1,0,0,1,1,0,0,0,4,2,1,4,5,2,0,1,1,0,1,0,0,0,0,2,3,1,0
643,0,1,16,1,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,1,5,0,1,0,0,1,0,1,0,0,1,1,0,3,3,3,1,1,1,0,1,0,0,0,0,0,2,1,1
770,1,0,17,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,5,1,1,0,1,0,0,0,0,1,2,1,0,3,2,3,1,1,1,0,1,0,0,0,18,0,1,1,0
717,1,0,16,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,1,0,0,1,0,1,0,0,1,1,0,5,2,5,1,1,1,1,1,0,0,0,20,0,1,1,1
533,0,1,16,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,1,0,0,1,1,0,0,0,1,1,0,3,3,4,1,1,1,0,1,0,0,0,6,0,3,1,1
506,0,1,17,1,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,1,5,0,1,0,0,1,1,0,0,0,1,1,0,2,2,2,1,1,1,0,1,0,0,0,4,0,2,1,1
546,0,1,16,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,1,0,0,1,0,4,2,0,3,2,5,0,1,1,0,1,0,0,1,0,0,1,1,1
879,0,1,16,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,3,0,1,0,1,0,1,0,0,0,3,1,1,3,2,3,0,1,0,0,1,0,0,0,0,0,2,1,0
824,0,1,17,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,1,0,1,0,1,0,0,0,4,2,0,4,2,5,0,1,1,0,1,0,0,0,0,0,1,1,1
629,0,1,17,1,0,0,4,0,0,0,0,1,4,0,0,1,0,0,0,1,4,0,0,1,0,1,0,1,0,0,2,2,0,1,1,5,1,1,1,0,1,0,0,1,0,0,2,1,1
744,0,1,17,0,1,0,3,0,0,0,1,0,3,0,0,1,0,0,0,1,4,0,1,0,0,1,0,0,0,1,5,3,1,3,5,5,0,1,1,0,1,0,0,0,3,0,1,1,1
602,0,1,18,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,0,1,2,1,1,0,1,0,1,0,0,0,5,5,0,5,5,5,0,1,1,0,0,1,0,0,10,1,2,1,1
968,0,1,19,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4,1,1,0,1,0,0,1,0,0,3,3,0,4,4,5,1,1,1,0,0,1,0,0,4,1,3,1,0
554,0,1,18,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0,0,1,0,1,0,1,0,0,2,1,0,3,2,3,0,1,1,1,0,1,0,0,4,0,2,1,1
841,1,0,17,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,5,1,1,0,1,0,0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,0,1,0,1,3,1,0
837,1,0,17,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,1,0,1,0,1,0,0,0,3,1,1,5,5,1,1,1,1,0,0,1,0,0,14,0,1,1,0
940,0,1,18,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,1,0,1,0,0,0,1,0,3,1,1,4,3,5,0,1,1,1,0,1,0,0,5,0,2,1,0
577,0,1,19,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,4,0,1,0,1,0,0,0,1,0,3,1,0,3,2,5,1,1,0,0,0,1,0,0,0,1,2,1,0
732,0,1,18,1,0,0,2,0,0,1,0,0,4,0,0,1,0,0,0,1,5,0,1,0,1,0,0,1,0,0,3,4,0,4,3,3,1,1,0,0,0,1,0,1,14,1,2,1,0
788,0,1,21,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,5,0,1,0,1,0,1,0,0,0,3,3,0,5,3,3,0,1,0,0,0,1,0,0,3,3,1,1,0
789,0,1,19,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,1,0,1,1,0,0,0,3,3,0,2,3,5,1,1,1,0,0,1,0,0,5,0,1,1,0
960,0,1,15,1,0,0,4,0,0,0,1,0,4,0,1,0,0,0,0,1,4,1,0,1,0,1,1,0,0,0,3,1,1,3,3,5,1,1,1,0,1,0,0,1,2,0,1,1,1
846,1,0,16,0,1,0,4,0,0,1,0,0,4,0,1,0,0,0,0,1,4,1,1,0,0,1,0,1,0,0,2,1,0,4,4,2,1,1,1,0,1,0,0,0,4,0,1,1,1
838,0,1,16,1,0,0,3,0,0,1,0,0,4,0,1,0,0,0,0,1,3,0,0,1,0,1,0,1,0,0,3,1,1,1,3,5,1,1,1,0,1,0,0,1,4,0,1,1,1
737,0,1,15,1,0,0,4,0,1,0,0,0,4,0,1,0,0,0,0,1,5,1,1,0,0,1,0,0,1,0,1,1,0,4,2,5,1,1,1,0,1,0,0,1,0,0,1,1,1
761,0,1,15,0,1,0,2,0,0,0,1,0,4,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,4,2,0,2,4,1,1,1,1,0,1,0,0,1,4,0,1,1,1
597,0,1,15,1,0,0,2,0,1,0,0,0,4,0,1,0,0,0,1,0,5,0,0,1,0,1,0,0,1,0,4,3,0,5,5,5,1,1,0,0,1,0,0,0,6,1,2,1,1
593,0,1,16,0,1,0,4,0,0,1,0,0,4,0,1,0,0,0,0,1,3,1,1,0,0,1,1,0,0,0,4,1,1,4,4,5,1,1,1,0,1,0,0,0,18,0,1,1,1
682,0,1,17,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,4,1,0,1,0,1,1,0,0,0,2,1,1,4,4,5,1,1,1,0,1,0,0,0,2,1,2,1,0
605,0,1,17,0,1,0,3,0,0,1,0,0,3,0,1,0,0,0,0,1,4,1,1,0,0,1,0,1,0,0,3,1,0,4,3,5,1,1,1,0,1,0,0,1,4,0,1,1,1
887,1,0,15,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,4,1,1,0,1,0,0,0,0,1,1,1,1,3,1,2,1,1,0,0,1,0,1,1,8,0,1,1,1
700,1,0,15,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,4,1,1,0,0,1,1,0,0,0,2,1,1,3,3,4,0,1,1,1,1,0,0,0,0,0,3,1,0
740,1,0,16,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,1,1,0,0,0,3,3,0,4,4,1,1,1,1,0,1,0,0,0,2,0,1,1,1
991,0,1,16,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,4,0,0,1,0,1,1,0,0,0,5,3,1,4,4,5,1,1,0,1,1,0,0,0,6,1,1,1,1
669,1,0,18,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,5,1,1,0,1,0,1,0,0,0,5,1,1,2,5,4,0,1,0,0,1,0,0,0,6,3,3,1,1
596,0,1,16,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,4,0,1,0,1,0,1,0,0,0,2,1,0,2,2,3,0,1,0,0,1,0,0,0,2,0,3,1,1
582,0,1,17,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,3,0,0,1,1,0,1,0,0,0,2,2,1,3,2,5,1,0,1,1,1,0,0,0,0,2,2,1,0
669,0,1,17,1,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,5,0,1,0,0,1,1,0,0,0,4,1,0,3,3,2,1,0,1,0,1,0,0,0,2,0,1,1,1
943,1,0,16,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,4,1,1,0,0,1,0,1,0,0,4,1,0,3,2,5,1,1,0,0,1,0,0,1,6,0,2,1,1
962,1,0,17,1,0,0,3,0,0,1,0,0,2,1,0,0,0,0,0,1,3,1,1,0,0,1,0,1,0,0,4,1,0,3,3,3,1,1,0,0,1,0,0,1,3,0,2,1,0
528,0,1,18,0,1,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,4,0,0,1,0,1,1,0,0,0,3,2,0,3,3,3,1,0,1,1,0,1,0,0,7,1,1,1,0
862,1,0,18,1,0,0,3,0,0,0,1,0,2,1,0,0,0,0,0,1,5,1,1,0,0,1,1,0,0,0,2,1,0,2,3,4,1,1,1,1,0,1,0,1,0,0,2,1,1
966,0,1,18,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,4,1,0,1,1,0,0,0,1,0,3,2,1,3,3,3,1,0,1,1,0,1,0,1,3,0,3,1,1
835,0,1,15,0,0,1,4,0,0,1,0,0,4,0,0,0,0,1,0,1,5,1,0,1,0,1,0,1,0,0,4,2,0,4,3,5,0,1,1,1,1,0,0,0,8,0,1,1,1
609,0,1,15,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,1,0,5,0,0,1,0,1,1,0,0,0,1,1,1,5,3,4,1,1,1,0,1,0,0,0,6,0,1,1,1
666,0,1,15,0,1,0,2,0,0,1,0,0,4,0,0,0,0,1,0,1,3,0,0,1,0,1,1,0,0,0,1,1,0,5,2,3,1,1,1,0,1,0,0,0,10,0,1,1,1
809,0,1,16,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,3,0,1,0,1,0,1,0,0,0,5,2,1,5,5,4,1,1,1,0,1,0,0,1,8,0,1,1,1
641,1,0,15,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,4,0,1,0,0,1,1,0,0,0,1,1,1,3,2,5,1,1,1,0,1,0,0,0,0,0,2,1,1
912,0,1,16,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,3,1,1,0,0,1,1,0,0,0,1,2,0,3,2,5,1,0,1,1,1,0,0,0,0,0,1,1,0
658,0,1,16,0,1,0,2,0,0,0,1,0,4,0,0,0,0,1,0,1,4,1,1,0,1,0,0,0,1,0,4,3,1,3,3,3,1,1,1,1,1,0,0,0,10,0,1,1,0
526,0,1,16,1,0,0,3,0,0,1,0,0,3,0,0,0,0,1,0,1,3,1,0,1,1,0,0,1,0,0,5,3,1,3,4,3,1,1,1,0,1,0,0,1,8,0,3,1,1
557,0,1,16,0,1,0,3,0,0,1,0,0,4,0,0,0,0,1,0,1,5,0,0,1,0,1,1,0,0,0,1,1,1,4,5,3,0,1,1,0,1,0,0,0,0,0,1,1,0
668,0,1,18,0,1,0,4,0,0,0,1,0,4,0,0,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,4,1,1,2,4,3,1,1,1,0,1,0,0,1,22,0,2,1,0
876,0,1,18,0,1,0,3,0,0,0,1,0,4,0,0,0,0,1,0,1,4,0,0,1,0,1,1,0,0,0,2,1,1,2,3,1,1,1,1,0,1,0,0,1,8,0,2,1,1
890,0,1,17,0,1,0,2,0,0,0,1,0,3,0,0,0,0,1,1,0,4,0,0,1,0,1,0,1,0,0,4,3,0,4,4,3,1,1,1,0,1,0,0,0,19,1,1,1,1
899,0,1,18,0,1,0,4,0,0,0,0,1,4,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,2,2,0,4,2,1,1,1,1,1,1,0,0,1,5,0,1,1,1
978,0,1,19,0,0,1,4,0,0,0,1,0,4,0,0,0,0,1,0,1,4,1,1,0,0,1,0,0,0,1,1,1,0,3,4,4,1,1,1,1,1,0,0,1,38,1,2,1,0
629,1,0,18,0,1,0,4,1,0,0,0,0,4,0,0,0,0,1,0,1,4,1,1,0,1,0,0,0,0,1,2,2,1,4,3,5,1,1,1,1,0,1,0,1,7,0,3,1,0
572,0,1,17,0,1,0,2,0,0,0,1,0,3,0,0,0,1,0,0,1,5,1,1,0,0,1,1,0,0,0,4,2,1,5,5,5,1,1,1,0,1,0,0,0,16,3,1,1,0
928,1,0,16,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3,1,0,2,2,5,0,1,1,0,1,0,0,1,14,2,1,1,0
887,0,1,15,1,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,5,1,1,0,0,1,1,0,0,0,1,1,0,4,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
852,1,0,15,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,3,1,1,0,0,1,1,0,0,0,3,2,0,3,4,5,1,1,1,0,1,0,1,1,0,0,1,1,1
741,1,0,16,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,5,1,1,0,0,1,1,0,0,0,5,5,1,5,5,5,0,1,1,1,1,0,1,0,6,0,4,1,1
775,1,0,15,0,1,0,3,0,0,1,0,0,4,0,0,0,1,0,0,1,4,0,1,0,0,1,0,0,0,1,3,1,1,5,5,1,1,1,1,0,1,0,0,1,4,0,1,1,1
975,0,1,16,0,1,0,3,0,0,1,0,0,4,0,0,0,1,0,0,1,3,1,1,0,1,0,0,0,0,1,1,1,1,3,3,4,0,1,1,0,1,0,1,0,2,0,2,1,1
634,0,1,16,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,4,1,1,0,0,1,0,0,1,0,5,5,1,5,5,4,1,1,1,0,1,0,1,1,14,0,1,1,0
848,0,1,15,0,1,0,4,0,0,1,0,0,4,0,0,0,1,0,0,1,5,1,1,0,0,1,1,0,0,0,1,1,1,3,3,5,0,1,1,0,1,0,0,0,4,0,1,1,1
559,0,1,15,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,0,1,5,0,1,0,0,1,0,1,0,0,2,3,0,5,5,5,1,1,1,0,1,0,1,0,0,0,1,1,1
774,0,1,18,0,1,0,2,0,0,1,0,0,2,0,0,0,1,0,0,1,3,1,1,0,1,0,0,0,0,1,2,1,1,3,3,4,1,1,1,0,1,0,0,0,0,2,1,1,0
861,1,0,16,1,0,0,4,0,0,1,0,0,3,0,0,0,1,0,1,0,3,0,1,0,0,1,1,0,0,0,4,1,0,2,1,5,1,1,1,0,1,0,0,0,16,0,1,1,1
758,0,1,16,1,0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,2,1,0,1,0,1,0,0,0,1,2,2,1,3,3,2,1,1,1,0,1,0,0,0,8,2,2,1,0
543,0,1,15,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,4,0,0,1,0,1,1,0,0,0,5,2,0,5,5,5,1,1,1,0,1,0,0,0,0,3,4,1,1
741,0,1,19,0,1,0,2,1,0,0,0,0,3,0,0,0,1,0,0,1,4,1,1,0,0,1,0,1,0,0,1,1,0,5,4,4,1,0,1,1,1,0,0,0,0,3,1,1,0
956,0,1,16,0,1,0,2,0,0,0,1,0,3,0,0,0,1,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,1,5,2,2,0,0,0,0,1,0,0,0,16,1,2,1,1
996,0,1,16,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,1,0,0,1,0,0,1,0,2,1,1,3,3,3,1,1,1,1,1,0,0,1,2,0,1,1,1
782,0,1,16,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,0,1,4,1,1,0,1,0,0,0,0,1,4,3,1,3,2,5,1,1,1,0,1,0,0,0,8,0,1,1,1
607,0,1,17,0,1,0,4,0,0,0,0,1,4,0,0,0,1,0,0,1,5,0,1,0,0,1,0,1,0,0,2,1,0,2,3,5,1,1,1,0,1,0,0,0,4,0,1,1,1
737,1,0,17,0,1,0,4,0,0,0,0,1,4,0,0,0,1,0,0,1,4,1,1,0,0,1,0,1,0,0,3,2,0,2,4,2,1,1,1,0,1,0,0,0,24,1,2,1,1
982,1,0,17,0,1,0,4,0,0,1,0,0,4,0,0,0,1,0,0,1,5,1,0,1,1,0,0,0,1,0,2,1,0,2,1,3,1,1,0,0,1,0,0,1,12,0,1,1,1
533,0,1,16,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,5,0,1,0,0,1,1,0,0,0,2,1,1,3,2,5,1,1,1,0,1,0,0,0,0,0,1,1,1
789,0,1,22,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,5,0,1,0,0,1,0,0,1,0,5,5,0,4,5,1,0,0,1,1,1,0,0,0,16,3,1,1,0
745,0,1,18,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,4,0,1,0,0,1,1,0,0,0,4,2,0,4,5,5,1,0,1,0,1,0,0,0,0,1,2,1,0
962,0,1,18,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,5,2,0,2,5,5,0,0,1,0,1,0,0,0,4,1,1,1,0
637,0,1,17,0,1,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,4,0,0,1,0,1,0,1,0,0,4,2,1,5,4,5,1,1,1,1,1,0,0,1,30,0,2,1,0
538,0,1,20,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,1,0,5,0,1,0,0,1,1,0,0,0,1,1,1,5,3,5,1,1,0,0,1,0,0,0,0,0,1,1,1
542,0,1,17,0,1,0,2,0,0,1,0,0,2,0,0,0,1,0,0,1,4,1,1,0,1,0,1,0,0,0,5,5,0,4,5,4,1,1,1,0,1,0,0,0,8,0,4,1,1
775,0,1,17,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,4,3,0,4,5,2,0,1,1,0,0,1,0,0,3,0,2,1,1
958,0,1,18,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,0,1,4,0,0,1,1,0,1,0,0,0,4,3,0,4,1,5,0,1,1,0,0,1,0,0,0,0,3,1,1
515,1,0,16,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,1,4,1,1,0,0,1,0,1,0,0,2,1,0,3,2,5,1,1,0,0,1,0,0,1,4,0,1,2,1
729,0,1,16,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,0,1,0,1,0,1,0,0,1,1,0,4,4,3,1,1,1,0,1,0,0,0,0,0,1,2,1
691,1,0,17,0,1,0,4,0,0,0,0,1,4,0,0,1,0,0,1,0,4,1,1,0,0,1,0,1,0,0,1,1,0,1,4,1,1,1,0,0,1,0,1,0,6,0,2,2,0
882,0,1,15,0,1,0,4,0,0,1,0,0,3,0,0,1,0,0,0,1,5,1,1,0,0,1,0,1,0,0,1,1,1,5,1,5,1,1,1,0,1,0,0,1,0,0,1,2,1
648,1,0,16,0,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,1,5,1,1,0,0,1,0,0,0,1,1,1,1,3,2,4,1,1,0,0,1,0,1,0,4,0,3,2,1
646,0,1,16,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,5,1,0,1,0,1,0,0,0,1,4,2,1,4,4,5,1,1,1,0,1,0,0,0,0,0,2,2,1
736,0,1,15,0,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,1,5,0,0,1,0,1,1,0,0,0,1,1,1,3,2,2,0,1,1,0,1,0,0,0,0,0,1,2,1
915,1,0,16,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,3,1,0,1,0,1,0,1,0,0,2,1,1,3,3,3,0,1,1,1,1,0,0,0,25,1,2,2,1
716,1,0,16,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,1,4,0,0,1,0,1,1,0,0,0,2,2,1,3,3,5,1,1,1,0,1,0,1,0,14,1,2,2,0
646,1,0,15,0,1,0,3,0,0,1,0,0,4,0,0,1,0,0,1,0,5,1,0,1,0,1,1,0,0,0,1,1,1,2,2,5,1,1,1,1,1,0,1,1,8,0,1,2,0
702,1,0,16,0,1,0,3,0,0,0,1,0,3,0,0,1,0,0,1,0,2,1,0,1,0,1,0,1,0,0,4,1,0,3,5,3,1,1,1,0,1,0,0,0,12,0,1,2,1
519,1,0,16,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,5,0,1,0,0,1,0,0,1,0,1,1,1,3,4,2,1,1,1,1,1,0,0,1,8,0,1,2,1
863,0,1,15,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,4,1,0,1,0,1,0,1,0,0,1,1,1,3,2,5,1,1,1,0,1,0,1,0,2,0,1,2,0
617,1,0,16,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,4,0,0,1,0,1,0,0,0,1,1,1,1,4,3,1,1,1,1,0,1,0,1,0,4,0,1,2,0
976,1,0,15,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,3,1,1,0,1,0,0,0,0,1,4,2,0,3,4,5,0,1,1,1,1,0,1,0,2,2,1,2,0
558,1,0,16,0,1,0,3,0,0,0,1,0,3,0,0,1,0,0,0,1,4,1,1,0,0,1,0,1,0,0,4,2,1,3,3,5,1,1,1,0,1,0,1,1,54,0,1,2,1
607,1,0,15,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,4,1,1,0,0,1,0,1,0,0,3,2,1,3,2,4,0,1,1,0,1,0,0,0,2,0,1,2,1
840,1,0,16,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,3,1,0,1,0,1,0,1,0,0,3,2,0,3,3,2,1,1,0,0,1,0,1,0,4,0,1,2,0
825,1,0,16,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,4,1,1,0,0,1,1,0,0,0,1,1,0,3,5,5,1,1,0,1,1,0,0,1,2,0,1,2,1
538,0,1,15,1,0,0,4,0,0,0,0,1,4,0,0,1,0,0,0,1,4,1,1,0,0,1,0,0,0,1,1,1,1,4,3,2,1,1,0,0,1,0,0,0,2,0,2,2,1
601,0,1,17,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,5,1,1,0,1,0,1,0,0,0,4,1,1,2,4,5,1,1,1,0,1,0,0,0,20,1,3,2,0
760,1,0,16,1,0,0,4,0,1,0,0,0,2,0,0,1,0,0,0,1,4,1,0,1,0,1,1,0,0,0,2,1,1,2,2,5,1,1,1,1,1,0,0,1,2,0,2,2,1
984,1,0,16,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,5,0,1,0,0,1,0,1,0,0,1,1,0,4,4,5,1,1,1,1,1,0,0,1,0,0,1,2,0
602,1,0,15,0,1,0,4,0,0,1,0,0,3,0,0,1,0,0,1,0,5,0,0,1,0,1,0,1,0,0,1,1,1,3,2,1,1,1,1,1,1,0,1,0,0,0,1,2,1
977,1,0,15,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,4,1,1,0,0,1,1,0,0,0,2,1,0,4,2,5,1,1,1,0,1,0,0,1,0,0,1,2,1
789,0,1,16,1,0,0,3,0,0,0,1,0,3,0,0,1,0,0,0,1,4,1,1,0,0,1,1,0,0,0,4,4,0,5,5,5,1,1,1,1,1,0,0,1,4,1,1,2,1
762,0,1,15,0,1,0,2,0,0,1,0,0,3,0,0,1,0,0,0,1,4,1,1,0,1,0,1,0,0,0,4,1,0,4,4,3,1,1,1,1,1,0,1,0,6,2,2,2,0
924,0,1,17,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,5,0,0,1,1,0,1,0,0,0,5,1,1,3,5,5,1,0,0,1,1,0,0,0,0,3,4,2,0
920,0,1,16,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,1,4,0,1,0,0,1,1,0,0,0,4,2,0,3,5,4,1,0,1,0,1,0,0,0,4,0,1,2,1
